Customer ID,Age,Gender,Subscription Status,Previous Purchases,Frequency of Purchases,Location
4395,40,Male,No,36,Quarterly,Chicago
2958,69,Female,No,2,Annually,South Dakota
2327,66,Male,No,38,Annually,Oklahoma
184,58,Male,Yes,26,Weekly,Ohio
5002,24,Other,Yes,41,Weekly,Houston
1568,30,Male,No,9,Monthly,Minnesota
1797,62,Male,No,34,Weekly,South Carolina
102,27,Male,Yes,50,Bi-Weekly,North Dakota
1093,68,Male,No,20,Quarterly,South Dakota
4785,53,Female,No,,Weekly,Phoenix
2118,27,Male,No,11,Annually,Colorado
1895,42,Male,No,48,Bi-Weekly,Arizona
4533,43,Female,No,3,Monthly,Houston
2023,59,Male,No,16,Bi-Weekly,Alabama
708,59,Male,Yes,21,Annually,Louisiana
4053,54,Female,Yes,9,Weekly,Chicago
2634,51,Male,No,32,Fortnightly,Alaska
4759,19,Female,Yes,,Monthly,New York
3813,50,Female,No,7,Every 3 Months,Michigan
880,62,Male,Yes,14,Quarterly,Wyoming
3499,47,Female,No,2,Bi-Weekly,Kentucky
1261,63,Male,No,30,Quarterly,Virginia
2388,36,Male,No,14,Monthly,Tennessee
3854,61,Female,No,49,Bi-Weekly,Tennessee
1872,56,Male,No,14,Every 3 Months,Illinois
2971,24,Female,No,44,Bi-Weekly,Kansas
2167,31,Male,No,50,Bi-Weekly,New Jersey
4995,34,Female,No,6,Quarterly,Los Angeles
1940,66,Male,No,20,Every 3 Months,Ohio
2402,43,Male,No,25,Bi-Weekly,Oregon
3323,52,Female,No,43,Weekly,Indiana
3168,24,Female,No,9,Bi-Weekly,Oregon
44,25,Male,Yes,19,Fortnightly,Ohio
5098,35,Female,Yes,48,Weekly,New York
1358,24,Male,No,20,Quarterly,Texas
3416,38,Female,No,15,Annually,New York
1893,39,Male,No,12,Weekly,California
1132,67,Male,No,20,Monthly,Illinois
3831,22,Female,No,33,Every 3 Months,Pennsylvania
4534,42,Male,No,,Weekly,Phoenix
4717,38,Female,Yes,0,Quarterly,New York
4373,40,Female,No,,Quarterly,Chicago
4724,59,Female,Yes,,Weekly,Phoenix
4052,47,Female,Yes,,Monthly,New York
2431,20,Male,No,42,Quarterly,North Dakota
3782,52,Female,No,40,Fortnightly,Tennessee
4058,45,Female,Yes,35,Quarterly,Chicago
429,21,Male,Yes,2,Fortnightly,Wyoming
4432,29,Other,No,47,Weekly,New York
5057,33,Male,No,6,Monthly,Los Angeles
568,21,Male,Yes,24,Fortnightly,New Hampshire
4130,52,Other,No,1,Quarterly,Houston
1689,28,Male,No,13,Fortnightly,Mississippi
3119,61,Female,No,31,Quarterly,Virginia
2038,39,Male,No,7,Bi-Weekly,Illinois
1283,24,Male,No,20,Monthly,New Hampshire
4017,58,Male,No,,Monthly,Phoenix
1685,30,Male,No,28,Weekly,New Mexico
3057,69,Female,No,15,Bi-Weekly,New Jersey
2752,27,Female,No,50,Monthly,Minnesota
1001,43,Male,Yes,1,Bi-Weekly,Georgia
2626,30,Male,No,31,Weekly,Colorado
906,46,Male,Yes,16,Annually,Mississippi
143,37,Male,Yes,33,Fortnightly,Nebraska
4531,41,Female,Yes,22,Quarterly,Houston
4473,49,Other,Yes,,Weekly,Houston
1669,66,Male,No,28,Fortnightly,Utah
2263,53,Male,No,50,Monthly,Arizona
1528,26,Male,No,33,Fortnightly,Wisconsin
74,48,Male,Yes,43,Bi-Weekly,Hawaii
338,32,Male,Yes,16,Annually,New Mexico
2811,27,Female,No,10,Fortnightly,Arizona
3184,50,Female,No,14,Every 3 Months,Mississippi
3666,28,Female,No,11,Quarterly,North Carolina
402,43,Male,Yes,21,Quarterly,Oklahoma
2302,37,Male,No,21,Annually,Maine
3507,18,Female,No,12,Fortnightly,Illinois
4234,27,Male,Yes,45,Quarterly,Chicago
475,62,Male,Yes,15,Quarterly,Arkansas
1429,20,Male,No,42,Quarterly,North Dakota
47,57,Male,Yes,45,Quarterly,California
1130,37,Male,No,46,Fortnightly,New Hampshire
1651,60,Male,No,46,Fortnightly,Arkansas
4299,61,Female,No,,Quarterly,Phoenix
2691,44,Female,No,18,Weekly,New Mexico
4069,68,Other,No,40,Quarterly,Los Angeles
4247,28,Female,No,2,Quarterly,Chicago
4070,58,Female,No,,Weekly,Los Angeles
3179,66,Female,No,28,Annually,Washington
3878,28,Female,No,46,Monthly,Nevada
525,59,Male,Yes,44,Annually,Pennsylvania
3670,25,Female,No,43,Quarterly,Washington
1144,68,Male,No,43,Quarterly,Nevada
186,46,Male,Yes,34,Fortnightly,Wisconsin
780,60,Male,Yes,38,Annually,Utah
572,54,Male,Yes,37,Weekly,Kentucky
4137,50,Other,Yes,,Weekly,Los Angeles
3404,30,Female,No,1,Bi-Weekly,Illinois
3674,32,Female,No,31,Fortnightly,Rhode Island
2384,53,Male,No,25,Annually,Rhode Island
5087,41,Other,No,4,Monthly,New York
4680,25,Female,No,,Monthly,Phoenix
4372,56,Male,Yes,34,Monthly,Chicago
1951,43,Male,No,26,Every 3 Months,Arkansas
1752,57,Male,No,34,Annually,Ohio
3112,21,Female,No,25,Quarterly,Kansas
2286,34,Male,No,38,Every 3 Months,Michigan
3000,31,Female,No,10,Monthly,New Hampshire
2618,31,Male,No,29,Annually,Idaho
2623,63,Male,No,15,Annually,New Hampshire
987,54,Male,Yes,36,Monthly,Connecticut
1179,37,Male,No,23,Annually,South Carolina
1307,54,Male,No,40,Annually,Alaska
4064,64,Female,Yes,13,Monthly,New York
1300,29,Male,No,42,Bi-Weekly,Louisiana
810,48,Male,Yes,30,Bi-Weekly,South Carolina
2069,70,Male,No,44,Monthly,Vermont
2786,53,Female,No,13,Monthly,Louisiana
4275,47,Female,Yes,29,Weekly,Houston
2880,62,Female,No,31,Annually,North Dakota
3141,34,Female,No,37,Weekly,Alaska
1812,42,Male,No,33,Annually,Wisconsin
4363,25,Female,No,,Weekly,Houston
4048,30,Other,No,6,Quarterly,Los Angeles
4346,21,Female,Yes,28,Monthly,Chicago
2471,55,Male,No,29,Fortnightly,Arizona
404,19,Male,Yes,12,Annually,Nevada
2910,27,Female,No,40,Every 3 Months,Louisiana
4892,44,Male,Yes,32,Weekly,Chicago
2656,26,Female,No,2,Fortnightly,Wyoming
1572,28,Male,No,11,Fortnightly,Colorado
1252,56,Male,No,43,Monthly,Indiana
3629,53,Female,No,35,Monthly,Georgia
250,53,Male,Yes,18,Annually,Alaska
2546,38,Male,No,10,Annually,Texas
1950,63,Male,No,12,Quarterly,Nebraska
1648,34,Male,No,8,Quarterly,Hawaii
2670,39,Female,No,31,Weekly,Illinois
3649,31,Female,No,45,Bi-Weekly,New York
3801,19,Female,No,12,Bi-Weekly,Vermont
2520,40,Male,No,21,Quarterly,Michigan
258,20,Male,Yes,5,Quarterly,West Virginia
5035,69,Female,Yes,,Monthly,Houston
1628,69,Male,No,8,Annually,Maine
3758,61,Female,No,33,Weekly,California
1384,36,Male,No,4,Monthly,Wisconsin
4674,21,Female,No,4,Weekly,Chicago
4336,36,Female,No,29,Weekly,Los Angeles
3740,38,Female,No,43,Weekly,Idaho
2314,64,Male,No,36,Fortnightly,Georgia
4715,53,Female,Yes,,Quarterly,Phoenix
3061,47,Female,No,1,Monthly,California
3815,45,Female,No,26,Every 3 Months,Michigan
1739,60,Male,No,37,Weekly,Tennessee
356,37,Male,Yes,1,Every 3 Months,Oregon
3214,27,Female,No,33,Monthly,Texas
380,32,Male,Yes,46,Bi-Weekly,Montana
1864,25,Male,No,39,Monthly,Connecticut
3491,62,Female,No,43,Quarterly,Oregon
3081,69,Female,No,5,Bi-Weekly,Colorado
2751,51,Female,No,26,Every 3 Months,Alaska
2181,41,Male,No,43,Quarterly,Connecticut
5089,68,Other,Yes,46,Monthly,Chicago
3244,45,Female,No,11,Every 3 Months,Idaho
67,31,Male,Yes,3,Every 3 Months,Pennsylvania
4028,23,Other,Yes,,Quarterly,Los Angeles
206,67,Male,Yes,25,Weekly,Hawaii
2460,47,Male,No,14,Weekly,Missouri
4929,58,Female,Yes,38,Quarterly,Houston
363,53,Male,Yes,1,Fortnightly,Texas
3343,66,Female,No,45,Weekly,New Jersey
1497,63,Male,No,9,Bi-Weekly,Idaho
3553,22,Female,No,3,Quarterly,Kentucky
2300,64,Male,No,48,Every 3 Months,Idaho
1828,20,Male,No,31,Weekly,Vermont
1415,29,Male,No,3,Bi-Weekly,Minnesota
2746,28,Female,No,44,Bi-Weekly,Michigan
2977,30,Female,No,28,Fortnightly,Nebraska
797,42,Male,Yes,43,Annually,Arizona
853,34,Male,Yes,23,Every 3 Months,Florida
835,52,Male,Yes,18,Weekly,Nevada
3450,48,Female,No,35,Monthly,Kansas
1228,27,Male,No,19,Bi-Weekly,Illinois
5021,34,Male,Yes,,Weekly,Phoenix
1341,40,Male,No,5,Every 3 Months,Idaho
5017,20,Other,No,,Monthly,Chicago
4822,23,Other,Yes,40,Quarterly,Los Angeles
665,63,Male,Yes,41,Bi-Weekly,Colorado
570,65,Male,Yes,46,Every 3 Months,Alabama
447,19,Male,Yes,15,Monthly,West Virginia
3413,61,Female,No,31,Quarterly,Indiana
3810,57,Female,No,28,Annually,New York
1492,27,Male,No,10,Quarterly,Arkansas
389,22,Male,Yes,10,Quarterly,Washington
3588,33,Female,No,33,Annually,Virginia
1280,63,Male,No,18,Annually,Maryland
2385,24,Male,No,40,Quarterly,Alabama
317,36,Male,Yes,46,Monthly,California
3688,34,Female,No,28,Every 3 Months,Arkansas
3732,54,Female,No,45,Quarterly,West Virginia
4328,29,Female,No,3,Monthly,New York
3086,24,Female,No,10,Every 3 Months,Nevada
29,54,Male,Yes,41,Every 3 Months,North Carolina
365,62,Male,Yes,7,Every 3 Months,North Dakota
3523,27,Female,No,13,Quarterly,New Jersey
3779,25,Female,No,30,Annually,South Dakota
4949,39,Other,Yes,28,Monthly,New York
298,48,Male,Yes,4,Bi-Weekly,Delaware
2214,54,Male,No,18,Quarterly,Hawaii
4841,51,Other,No,14,Weekly,Phoenix
3883,35,Female,No,24,Fortnightly,North Dakota
702,51,Male,Yes,5,Every 3 Months,Idaho
1574,36,Male,No,25,Weekly,North Dakota
1060,22,Male,No,25,Monthly,North Carolina
426,40,Male,Yes,4,Quarterly,North Dakota
4707,65,Other,Yes,,Weekly,Chicago
3861,57,Female,No,44,Annually,Pennsylvania
1833,69,Male,No,48,Monthly,Louisiana
493,50,Male,Yes,11,Weekly,Michigan
1631,63,Male,No,29,Every 3 Months,New Jersey
3096,62,Female,na,13,Fortnightly,Minnesota
3121,46,Female,No,32,Fortnightly,Louisiana
2803,22,Female,No,42,Fortnightly,Hawaii
2158,41,Male,No,41,Fortnightly,Mississippi
1245,70,Male,No,2,Monthly,Indiana
1353,65,Male,No,37,Bi-Weekly,Indiana
2628,66,Male,No,40,Quarterly,Missouri
1984,59,Male,No,21,Quarterly,Georgia
3225,37,Female,No,18,Monthly,Delaware
1164,26,Male,No,24,Monthly,Tennessee
4951,34,Male,No,,Monthly,Phoenix
2755,59,Female,No,21,Bi-Weekly,New Jersey
4071,54,Male,Yes,,Quarterly,Phoenix
982,27,Male,Yes,47,Quarterly,Maryland
1799,40,Male,No,1,Weekly,North Dakota
1684,23,Male,No,37,Quarterly,Arkansas
89,33,Male,Yes,35,Monthly,Wyoming
281,45,Male,Yes,21,Bi-Weekly,Montana
1621,25,Male,No,27,Every 3 Months,Virginia
2514,69,Male,No,42,Annually,Washington
3412,29,Female,No,45,Weekly,New York
2585,26,Male,No,26,Bi-Weekly,Florida
3054,32,Female,No,22,Monthly,Maine
2776,37,Female,No,16,Weekly,Montana
1170,25,Male,No,3,Annually,Wyoming
3444,47,Female,No,28,Bi-Weekly,Tennessee
5055,66,Male,No,36,Monthly,New York
2444,24,Male,No,24,Bi-Weekly,South Dakota
1259,47,Male,No,34,Every 3 Months,Ohio
4857,19,Male,No,,Monthly,Chicago
2313,19,Male,No,19,Every 3 Months,Vermont
4310,53,Female,Yes,,Monthly,Los Angeles
2175,42,Male,No,1,Annually,Colorado
2602,61,Male,No,43,Monthly,Mississippi
3009,39,Female,No,19,Weekly,New Mexico
4720,69,Male,No,46,Weekly,New York
1268,47,Male,No,41,Weekly,Oregon
4036,41,Male,No,48,Quarterly,Phoenix
2995,69,Female,No,14,Quarterly,Nevada
3368,44,Female,No,6,Fortnightly,Tennessee
3052,44,Female,No,49,Every 3 Months,Wyoming
3049,69,Female,No,47,Fortnightly,Colorado
843,59,Male,Yes,25,Weekly,Missouri
3876,63,Female,No,21,Annually,New Hampshire
2154,35,Male,No,31,Annually,Kentucky
1309,59,Male,No,14,Every 3 Months,Rhode Island
1371,27,Male,No,41,Every 3 Months,Montana
988,62,Male,Yes,48,Weekly,West Virginia
793,34,Male,Yes,45,Weekly,New Jersey
782,30,Male,Yes,12,Fortnightly,Vermont
753,39,Male,Yes,17,Every 3 Months,Ohio
2109,54,Male,No,4,Quarterly,North Dakota
2604,69,Male,No,8,Annually,Washington
3485,44,Female,No,13,Bi-Weekly,Illinois
3436,68,Female,No,50,Bi-Weekly,Montana
3019,43,Female,No,21,Bi-Weekly,Texas
954,68,Male,Yes,36,Quarterly,Utah
1892,69,Male,No,48,Quarterly,New Hampshire
501,36,Male,Yes,35,Every 3 Months,Washington
2865,58,Female,No,31,Weekly,Illinois
3056,27,Female,No,5,Bi-Weekly,Kansas
1496,45,Male,No,6,Weekly,Rhode Island
4207,44,Other,Yes,0,Monthly,New York
3453,26,Female,No,3,Fortnightly,Oklahoma
343,64,Male,Yes,48,Every 3 Months,Kentucky
2289,28,Male,No,50,Weekly,California
1732,21,Male,No,12,Monthly,Idaho
2178,24,Male,No,9,Bi-Weekly,Montana
4428,37,Male,Yes,,Quarterly,Los Angeles
4688,61,Female,No,40,Monthly,Houston
1373,64,Male,No,44,Bi-Weekly,Michigan
2612,33,Male,No,4,Fortnightly,Michigan
1247,27,Male,No,27,Monthly,Louisiana
2254,62,Male,No,22,Monthly,Oklahoma
4485,37,Female,No,,Monthly,Houston
2834,43,Female,No,19,Monthly,Arkansas
941,48,Male,Yes,15,Every 3 Months,Colorado
2705,52,Female,No,35,Weekly,Tennessee
1941,50,Male,No,48,Fortnightly,Alaska
2826,69,Female,No,28,Annually,North Carolina
1647,58,Male,,20,Every 3 Months,Nebraska
3467,49,Female,No,43,Annually,Maryland
224,20,Male,Yes,34,Annually,Wyoming
4627,54,Female,No,16,Quarterly,Houston
5046,70,Female,Yes,,Quarterly,New York
4828,61,Female,No,27,Quarterly,New York
574,58,Male,Yes,23,Bi-Weekly,California
1670,42,Male,No,22,Quarterly,Wisconsin
324,66,Male,Yes,29,Bi-Weekly,Tennessee
4333,32,Female,No,,Quarterly,Los Angeles
1065,34,Male,No,42,Every 3 Months,Wyoming
2583,19,Male,No,4,Every 3 Months,South Dakota
707,46,Male,Yes,27,Weekly,Iowa
1058,65,Male,No,20,Weekly,Wisconsin
2835,39,Female,No,17,Weekly,Texas
4593,56,Other,No,11,Monthly,New York
5052,24,Female,Yes,,Quarterly,New York
2337,19,Male,No,11,Weekly,California
530,32,Male,Yes,6,Monthly,California
1512,34,Male,No,48,Weekly,Georgia
4967,20,Other,No,,Monthly,Phoenix
4502,38,Female,No,,Quarterly,Houston
4725,59,Other,Yes,47,Quarterly,Phoenix
730,41,Male,Yes,46,Every 3 Months,Minnesota
229,18,Male,Yes,11,Annually,New Hampshire
1194,40,Male,No,18,Fortnightly,Alaska
4805,40,Male,No,6,Monthly,Phoenix
4138,40,Female,No,,Weekly,Los Angeles
798,42,Male,Yes,38,Weekly,Maryland
3830,69,Female,No,32,Fortnightly,Washington
847,49,Male,Yes,42,Quarterly,Kentucky
1098,58,Male,No,47,Weekly,Vermont
2401,43,Male,No,11,Bi-Weekly,Oregon
3833,64,Female,No,27,Weekly,Kansas
2114,63,Male,No,29,Every 3 Months,Virginia
38,35,Male,Yes,10,Weekly,Indiana
1804,60,Male,No,33,Fortnightly,New Hampshire
4884,43,Other,No,32,Weekly,Chicago
3731,46,Female,No,3,Bi-Weekly,Florida
4348,42,Male,No,23,Monthly,New York
784,63,Male,Yes,38,Fortnightly,Louisiana
4581,32,Male,No,,Weekly,New York
4472,63,Female,Yes,,Monthly,Los Angeles
4365,29,Other,Yes,,Quarterly,Los Angeles
2742,68,Female,No,41,Monthly,Maine
1318,28,Male,No,19,Monthly,Kentucky
994,51,Male,Yes,25,Weekly,Iowa
3021,23,Female,No,48,Every 3 Months,Arkansas
3387,34,Female,No,36,Quarterly,Michigan
405,35,Male,Yes,11,Monthly,Delaware
4419,36,Female,Yes,,Quarterly,New York
989,50,Male,Yes,47,Fortnightly,Ohio
836,35,Male,Yes,21,Weekly,Maryland
1816,51,Male,No,48,Every 3 Months,New Mexico
1493,62,Male,No,3,Quarterly,North Carolina
2397,38,Male,No,20,Weekly,Oregon
821,56,Male,Yes,27,Monthly,Louisiana
2773,18,Female,No,10,Every 3 Months,Pennsylvania
3136,68,Female,No,48,Fortnightly,Indiana
2041,69,Male,No,42,Quarterly,South Carolina
1298,44,Male,No,32,Annually,New Jersey
1590,42,Male,No,48,Weekly,Ohio
4956,69,Other,Yes,,Monthly,Houston
1302,42,Male,No,21,Weekly,Maine
2244,56,Male,No,13,Annually,Massachusetts
1419,18,Male,No,23,Every 3 Months,Alabama
3030,64,Female,No,1,Quarterly,Georgia
4499,49,Female,No,36,Monthly,Los Angeles
394,33,Male,Yes,6,Fortnightly,Vermont
3262,48,Female,No,50,Weekly,Rhode Island
1504,50,Male,No,46,Quarterly,Michigan
3102,32,Female,No,9,Fortnightly,Idaho
2070,36,Male,No,3,Quarterly,Texas
1033,55,Male,Yes,44,Quarterly,Maine
3348,22,Female,No,28,Bi-Weekly,Iowa
2708,32,Female,No,19,Weekly,Nebraska
2582,57,Male,No,48,Monthly,Wyoming
2673,56,Female,No,13,Annually,West Virginia
313,38,Male,Yes,6,Annually,Massachusetts
2870,57,Female,No,16,Weekly,Georgia
2294,37,Male,No,16,Every 3 Months,Georgia
4143,18,Other,Yes,6,Weekly,Houston
3820,36,Female,No,45,Quarterly,Arkansas
2731,23,Female,No,37,Annually,Wisconsin
353,27,Male,Yes,12,Every 3 Months,Texas
3166,49,Female,No,38,Every 3 Months,Hawaii
643,64,Male,Yes,14,Bi-Weekly,Arkansas
3770,51,Female,No,31,Annually,Arizona
4078,46,Other,No,,Quarterly,Los Angeles
3075,26,Female,No,34,Fortnightly,Massachusetts
1474,69,Male,No,20,Every 3 Months,Wisconsin
3125,57,Female,No,4,Every 3 Months,California
1520,50,Male,No,40,Weekly,Texas
3473,31,Female,No,15,Weekly,Georgia
3417,25,Female,No,11,Every 3 Months,Alabama
4108,21,Male,No,0,Quarterly,Chicago
2142,24,Male,No,32,Annually,Kentucky
2541,24,Male,No,11,Quarterly,New Jersey
3194,63,Female,No,35,Fortnightly,Virginia
4442,37,Male,No,,Weekly,Houston
1505,60,Male,No,10,Monthly,Alaska
285,63,Male,Yes,4,Quarterly,Ohio
3005,45,Female,No,23,Fortnightly,Arizona
1730,47,Male,No,12,Fortnightly,Illinois
4463,38,Female,No,2,Weekly,New York
2106,65,Male,No,38,Bi-Weekly,South Carolina
1425,66,Male,No,34,Every 3 Months,Connecticut
4125,20,Other,No,37,Weekly,Phoenix
1038,52,Male,Yes,48,Quarterly,Rhode Island
4589,33,Female,No,,Weekly,New York
1165,68,Male,No,47,Quarterly,Montana
272,65,Male,Yes,42,Fortnightly,Maryland
1263,29,Male,No,44,Monthly,Tennessee
4611,66,Other,No,34,Quarterly,Houston
1539,56,Male,No,22,Bi-Weekly,Illinois
3657,35,Female,No,18,Monthly,North Dakota
463,59,Male,Yes,48,Every 3 Months,Illinois
1891,36,Male,No,5,Weekly,Hawaii
4612,62,Other,No,39,Weekly,Houston
2480,37,Male,No,26,Every 3 Months,Kansas
1430,24,Male,No,6,Every 3 Months,Maryland
2,19,Male,Yes,2,Fortnightly,Maine
4356,33,Female,Yes,2,Weekly,Houston
4614,56,Female,No,,Quarterly,Chicago
1072,61,Male,No,46,Monthly,Pennsylvania
1319,52,Male,No,19,Bi-Weekly,Connecticut
3496,24,Female,No,14,Weekly,Georgia
2396,62,Male,No,47,Bi-Weekly,Connecticut
2166,29,Male,No,42,Every 3 Months,Idaho
993,46,Male,Yes,50,Weekly,Louisiana
2177,24,Male,No,44,Quarterly,Vermont
2025,62,Male,No,39,Weekly,Arkansas
4885,51,Male,Yes,,Quarterly,New York
2379,26,Male,No,37,Bi-Weekly,New Hampshire
770,52,Male,Yes,8,Monthly,Delaware
1562,50,Male,No,2,Quarterly,Mississippi
535,65,Male,Yes,4,Quarterly,Florida
895,44,Male,Yes,3,Quarterly,Wyoming
5012,33,Other,No,11,Weekly,Los Angeles
238,50,Male,Yes,36,Fortnightly,Iowa
1279,28,Male,No,31,Fortnightly,Utah
94,37,Male,Yes,46,Weekly,Florida
4297,60,Other,No,12,Quarterly,New York
3394,60,Female,No,50,Monthly,Arizona
1436,45,Male,No,41,Weekly,Oregon
474,34,Male,Yes,29,Every 3 Months,West Virginia
2148,47,Male,No,4,Fortnightly,Missouri
3570,35,Female,No,9,Fortnightly,Alaska
2669,59,Female,No,9,Quarterly,Texas
1414,51,Male,No,12,Quarterly,New Hampshire
4928,62,Other,Yes,4,Weekly,Houston
488,41,Male,Yes,22,Quarterly,Iowa
3370,47,Female,No,42,Monthly,Maine
3124,57,Female,No,40,Bi-Weekly,Iowa
1774,21,Male,No,17,Annually,West Virginia
1282,29,Male,No,8,Bi-Weekly,New Jersey
3445,53,Female,No,12,Bi-Weekly,Rhode Island
3424,33,Female,No,21,Bi-Weekly,Massachusetts
144,30,Male,Yes,25,Quarterly,Missouri
2276,29,Male,No,10,Weekly,Oklahoma
1473,39,Male,No,11,Weekly,Indiana
459,47,Male,Yes,48,Monthly,Arkansas
3582,26,Female,No,50,Weekly,Georgia
1898,53,Male,No,11,Fortnightly,Alaska
1599,47,Male,No,21,Bi-Weekly,California
4494,35,Female,No,49,Monthly,Houston
2501,59,Male,No,32,Bi-Weekly,Massachusetts
4107,48,Male,Yes,,Monthly,Houston
4396,65,Other,Yes,,Quarterly,Phoenix
2299,40,Male,No,10,Every 3 Months,Montana
2745,38,Female,No,40,Monthly,Wyoming
648,54,Male,Yes,23,Fortnightly,Mississippi
4572,45,Male,No,3,Weekly,New York
1800,32,Male,No,47,Weekly,California
1558,27,Male,No,34,Quarterly,South Dakota
178,21,Male,,47,Monthly,Kansas
2311,30,Male,No,15,Monthly,Virginia
4901,61,Male,No,2,Weekly,Houston
5038,43,Other,No,0,Weekly,Los Angeles
624,19,Male,Yes,48,Bi-Weekly,Nevada
1007,21,Male,Yes,50,Quarterly,Michigan
1071,50,Male,No,50,Weekly,North Carolina
3454,31,Female,No,48,Bi-Weekly,Alabama
3711,60,Female,No,32,Fortnightly,Hawaii
2458,53,Male,No,23,Quarterly,Delaware
4426,66,Male,Yes,0,Quarterly,Chicago
1826,23,Male,No,41,Weekly,South Dakota
418,23,Male,Yes,48,Quarterly,Mississippi
458,25,Male,Yes,48,Every 3 Months,Rhode Island
2801,70,Female,No,14,Bi-Weekly,Arkansas
4517,40,Other,Yes,45,Monthly,Houston
2243,18,Male,No,5,Bi-Weekly,Nevada
2427,70,Male,No,26,Every 3 Months,Florida
161,27,Male,Yes,34,Monthly,Texas
1079,37,Male,No,49,Fortnightly,Arizona
4480,59,Female,No,,Monthly,Houston
2016,57,Male,No,8,Fortnightly,Virginia
3426,38,Female,No,3,Bi-Weekly,Michigan
2319,69,Male,No,30,Annually,Wyoming
2969,26,Female,No,25,Every 3 Months,South Carolina
2355,56,Male,No,27,Monthly,Wisconsin
1527,41,Male,No,27,Monthly,Oklahoma
1066,59,Male,No,3,Every 3 Months,Alabama
5069,25,Male,No,,Weekly,New York
2853,40,Female,No,30,Weekly,New York
4282,40,Male,Yes,,Quarterly,Houston
4109,64,Female,No,,Monthly,New York
876,37,Male,Yes,7,Every 3 Months,North Dakota
4341,57,Other,Yes,,Weekly,Phoenix
671,63,Male,Yes,37,Bi-Weekly,Louisiana
261,38,Male,Yes,11,Every 3 Months,Montana
26,18,Male,Yes,14,Annually,Texas
3891,35,Female,No,33,Annually,Nebraska
2291,37,Male,No,23,Quarterly,Kansas
4637,56,Other,Yes,50,Quarterly,Los Angeles
1846,51,Male,No,39,Quarterly,Delaware
3522,52,Female,No,35,Weekly,Maryland
557,40,Male,Yes,21,Fortnightly,Montana
3442,64,Female,No,15,Annually,Tennessee
1600,48,Male,No,22,Bi-Weekly,Delaware
3530,55,Female,No,43,Weekly,Montana
1759,27,Male,No,17,Bi-Weekly,Pennsylvania
2679,33,Female,No,34,Bi-Weekly,Montana
1529,69,Male,No,47,Bi-Weekly,Oregon
3301,26,Female,No,40,Bi-Weekly,Oklahoma
3396,44,Female,No,15,Every 3 Months,Colorado
4338,29,Other,No,19,Monthly,Chicago
2871,47,Female,No,49,Every 3 Months,North Dakota
5033,46,Female,Yes,48,Monthly,New York
4814,49,Female,No,,Quarterly,Los Angeles
723,27,Male,Yes,50,Bi-Weekly,Wyoming
2799,52,Female,No,37,Weekly,Rhode Island
1490,24,Male,No,42,Quarterly,Missouri
391,25,Male,Yes,19,Annually,Indiana
4462,40,Other,No,,Weekly,Chicago
2195,61,Male,No,48,Quarterly,Kentucky
3847,57,Female,No,40,Every 3 Months,Pennsylvania
705,34,Male,Yes,18,Annually,Idaho
1002,61,Male,Yes,4,Fortnightly,Washington
1020,32,Male,Yes,33,Bi-Weekly,Kentucky
4899,60,Female,No,,Weekly,Phoenix
1728,49,Male,No,19,Monthly,Virginia
1853,41,Male,No,32,Weekly,Pennsylvania
2809,49,Female,No,45,Every 3 Months,Tennessee
1724,70,Male,No,39,Annually,New York
3031,43,Female,No,23,Weekly,Maryland
4440,44,Male,No,36,Weekly,Chicago
2084,41,Male,No,26,Fortnightly,Mississippi
3760,44,Female,No,30,Quarterly,Missouri
3589,23,Female,No,40,Annually,Michigan
3719,36,Female,No,44,Bi-Weekly,Tennessee
2916,26,Female,No,39,Bi-Weekly,Oregon
4879,59,Other,Yes,24,Monthly,Chicago
1076,57,Male,No,32,Bi-Weekly,Missouri
2202,39,Male,No,10,Annually,Ohio
2290,70,Male,No,47,Weekly,Nevada
541,49,Male,Yes,33,Every 3 Months,South Carolina
861,26,Male,Yes,3,Monthly,South Carolina
1639,68,Male,No,18,Weekly,Tennessee
322,41,Male,Yes,48,Quarterly,Vermont
4264,60,Male,Yes,,Quarterly,Houston
2414,69,Male,No,30,Weekly,Pennsylvania
931,26,Male,Yes,20,Bi-Weekly,Hawaii
2303,36,Male,No,38,Monthly,Montana
2674,67,Female,No,4,Monthly,Nevada
597,23,Male,Yes,36,Annually,Montana
335,41,Male,Yes,30,Annually,Kansas
3750,24,Female,No,38,Every 3 Months,Alaska
3183,50,Female,No,4,Annually,Georgia
4950,19,Other,No,37,Quarterly,Los Angeles
3425,33,Female,No,23,Monthly,Florida
4128,41,Female,No,,Monthly,Houston
4190,46,Other,Yes,,Quarterly,New York
1200,49,Male,No,3,Weekly,Maryland
