Item Purchased,Size,Color,Category,Season,Review Rating,Purchase Amount (USD),Discount Applied,Shipping Type,Payment Method,Customer ID
Pants,XL,Turquoise,Clothing,Summer,2.8,66,No,Express,Cash,3164
Hoodie,M,Green,Clothing,Spring,4.8,100,No,Free Shipping,Bank Transfer,3838
Socks,M,Charcoal,Clothing,Winter,3.7,25,No,Next Day Air,Debit Card,2372
Hoodie,L,Maroon,Clothing,Summer,3.8,24,No,Free Shipping,Venmo,3385
Bag,,Green,Electronics,Summer,5,82.06,Yes,Standard,Cash,4561
Jacket,L,Gray,Outerwear,Summer,4.6,93,No,Free Shipping,PayPal,3834
Jacket,M,Cyan,Outerwear,Fall,2.7,45,No,Free Shipping,Bank Transfer,3642
Backpack,M,Gray,Accessories,Fall,2.8,30,No,Standard,Cash,3678
Sweater,L,Orange,Clothing,Summer,3.7,85,Yes,Standard,Debit Card,373
Bag,S,Blue,Accessories,Summer,3,1002.35,No,Express,Cash,4625
Shorts,M,Black,Clothing,Fall,2.8,40,No,Next Day Air,Bank Transfer,3256
Jacket,M,Gold,Outerwear,Fall,3.3,24,No,Standard,Cash,2795
Socks,XL,Purple,Clothing,Winter,4.6,51,No,2-Day Shipping,Credit Card,2138
Shirt,L,Black,Accessories,Summer,,,Yes,Express,Credit Card,4591
Laptop,XL,Black,Clothing,Spring,,,No,Standard,Cash,4738
Pants,M,Cyan,Clothing,Winter,4.4,82,No,Store Pickup,Venmo,3475
Gloves,S,Violet,Accessories,Summer,3.7,26,No,Store Pickup,PayPal,1791
Belt,XL,Charcoal,Accessories,Winter,3.7,21,Yes,Standard,Venmo,846
Jewelry,L,Peach,Accessories,Fall,2.7,31,No,Free Shipping,Venmo,2110
Hat,M,Yellow,Accessories,Summer,4.7,82,Yes,Express,Debit Card,685
Sandals,M,Red,Footwear,Winter,2.5,45,Yes,Free Shipping,Credit Card,747
Hat,M,Yellow,Accessories,Summer,3.5,46,Yes,Standard,Credit Card,775
Headphones,,Green,Electronics,Autumn,1,,No,Standard,Credit Card,4316
Sweater,M,Orange,Clothing,Winter,3.7,97,Yes,Standard,Bank Transfer,1329
Jewelry,M,Peach,Accessories,Summer,2.6,50,Yes,Next Day Air,PayPal,438
Shoes,,Black,Electronics,Autumn,,,No,Express,Credit Card,4450
Blouse,M,Violet,Clothing,Winter,2.6,32,No,Next Day Air,Venmo,3645
Shoes,L,Maroon,Footwear,Summer,2.6,96,Yes,Express,Credit Card,82
Phone,,Blue,Electronics,Spring,,719.91,Yes,Standard,Debit Card,4846
Hat,XL,Peach,Accessories,Fall,3.2,62,No,Free Shipping,Cash,3712
Shorts,M,Lavender,Clothing,Spring,3.6,72,No,Express,Credit Card,2468
Phone,M,Red,Clothing,Summer,2,1067.74,No,Standard,Credit Card,4886
Shorts,L,Cyan,Clothing,Summer,5,56,Yes,,Bank Transfer,28
Phone,M,Red,Accessories,Spring,1,,No,Express,Credit Card,4579
Shoes,,Black,Electronics,Summer,3,,No,Standard,Credit Card,4567
Gloves,M,Orange,Accessories,Fall,4.7,22,No,Next Day Air,Bank Transfer,2935
Jewelry,S,Purple,Accessories,Spring,5,78,Yes,Store Pickup,Bank Transfer,375
Pants,S,Magenta,Clothing,Summer,4.8,71,No,2-Day Shipping,Venmo,1679
Handbag,L,Gray,Accessories,Spring,4.9,23,No,Standard,Bank Transfer,3293
Watch,M,Black,Clothing,Autumn,,116.74,No,Express,PayPal,4996
Sunglasses,M,Olive,Accessories,Spring,4.9,27,No,Express,Credit Card,2695
Shirt,M,Red,Accessories,Summer,4,,Yes,Standard,Cash,4250
Hat,M,Beige,Accessories,Winter,4.8,77,No,Free Shipping,Venmo,1838
Gloves,M,Yellow,Accessories,Summer,3.4,23,Yes,Next Day Air,Bank Transfer,449
Shirt,M,Pink,Clothing,Winter,3.8,62,Yes,Express,PayPal,815
Bag,S,Green,Clothing,Winter,,,No,Standard,Debit Card,4120
Dress,M,Olive,Clothing,Summer,3.7,99,No,Store Pickup,Venmo,3007
Sneakers,S,Charcoal,Footwear,Summer,4.8,90,Yes,2-Day Shipping,Venmo,1463
Handbag,M,Brown,Accessories,Fall,4.3,90,No,Free Shipping,Cash,3156
Sweater,M,Black,Clothing,Fall,4.7,81,No,Express,Credit Card,3245
Shoes,L,Indigo,Footwear,Winter,3.1,74,No,2-Day Shipping,Bank Transfer,3661
Shirt,L,Orange,Clothing,Spring,2.9,38,No,Standard,Venmo,2518
Bag,S,Red,Accessories,Spring,1,1246.93,No,Standard,Credit Card,4496
Shirt,L,Teal,Clothing,Spring,2.6,31,Yes,Free Shipping,Debit Card,840
Dress,L,Olive,Clothing,Spring,4,24,Yes,2-Day Shipping,Credit Card,640
Laptop,M,Green,Accessories,Autumn,,,Yes,Standard,PayPal,5011
Shorts,M,Olive,Clothing,Spring,4.2,42,No,Store Pickup,Cash,3866
T-shirt,M,Silver,Clothing,Summer,3.1,23,No,2-Day Shipping,PayPal,3333
Shirt,L,Red,Clothing,Autumn,1,1322.78,Yes,Express,PayPal,4482
Pants,M,Red,Clothing,Spring,4.2,56,Yes,Standard,Debit Card,907
Shorts,L,Gold,Clothing,Spring,4.4,74,Yes,Next Day Air,Bank Transfer,748
Sunglasses,L,White,Accessories,Summer,3.1,21,Yes,Express,PayPal,1403
Shirt,L,White,Accessories,Summer,2,238.88,Yes,Standard,Cash,4361
Shoes,L,Violet,Footwear,Summer,4.7,91,No,Express,PayPal,1982
Backpack,M,Olive,Accessories,Fall,3.3,24,No,Standard,Venmo,2418
Bag,,Red,Electronics,Winter,1,316.21,No,Express,Debit Card,4074
Gloves,XL,Olive,Accessories,Spring,4.6,84,No,Standard,Bank Transfer,2159
Blouse,S,Silver,Clothing,Spring,3.3,88,Yes,Next Day Air,Venmo,1630
Headphones,,Blue,Electronics,Summer,4,685.22,Yes,Express,Cash,4790
Backpack,M,Maroon,Accessories,Summer,4,50,No,2-Day Shipping,Venmo,3290
Blouse,L,Silver,Clothing,Summer,3.1,32,Yes,Next Day Air,Credit Card,1304
Handbag,XL,Purple,Accessories,Spring,4.6,29,No,Standard,PayPal,3146
Scarf,XL,Lavender,Accessories,Spring,2.8,21,No,Express,Bank Transfer,3016
Shorts,M,Brown,Clothing,Winter,3.3,51,Yes,2-Day Shipping,Bank Transfer,410
Sunglasses,M,Maroon,Accessories,Fall,2.7,98,Yes,Express,Cash,101
T-shirt,M,Yellow,Clothing,Winter,3.2,76,No,Standard,Cash,3222
Backpack,M,Black,Accessories,Winter,4.6,64,Yes,Store Pickup,Debit Card,549
Shoes,M,Gold,Footwear,Summer,4.8,21,Yes,Express,Venmo,1157
,XL,Gray,Clothing,Fall,3,30,Yes,Free Shipping,Venmo,1511
Blouse,M,Purple,Clothing,Spring,2.8,84,No,Standard,Cash,1921
Sweater,L,Pink,Clothing,Fall,3.8,36,Yes,Express,Cash,1445
Socks,L,Pink,Clothing,Summer,4.4,76,Yes,Free Shipping,Cash,1525
Shorts,S,Cyan,Clothing,Spring,3.9,56,No,Free Shipping,Bank Transfer,2979
Boots,L,Teal,Footwear,Spring,4.2,26,Yes,Standard,Debit Card,600
Boots,XL,Olive,Footwear,Fall,4.8,96,No,Express,Bank Transfer,2662
Shorts,M,Magenta,Clothing,Summer,2.7,24,Yes,Express,Venmo,938
Hoodie,M,Gold,Clothing,Fall,3.1,88,No,Free Shipping,PayPal,3751
Sweater,M,Turquoise,Clothing,Fall,4,32,No,Next Day Air,Venmo,2171
Headphones,S,White,Accessories,Spring,,19.69,Yes,Standard,Cash,4225
Skirt,S,Red,Clothing,Spring,3.2,62,Yes,Express,Cash,1171
Bag,,Blue,Electronics,Summer,,,Yes,Standard,Debit Card,4343
Bag,,White,Electronics,Spring,3,,No,Express,Debit Card,4023
T-shirt,S,Magenta,Clothing,Spring,2.9,45,Yes,Store Pickup,Credit Card,219
Sunglasses,L,Red,Accessories,Fall,3.9,74,No,Next Day Air,Debit Card,3360
Handbag,S,Violet,Accessories,Fall,4,41,No,Next Day Air,Venmo,3505
Sweater,S,Turquoise,Clothing,Fall,4.5,32,Yes,Standard,PayPal,1276
Boots,L,Yellow,Footwear,Fall,4.1,40,No,Standard,Credit Card,2775
Shirt,L,Orange,Clothing,Summer,4.9,36,Yes,Express,Cash,1369
Shirt,L,Red,Accessories,Winter,4,,No,Standard,Cash,5072
Shorts,S,Gray,Clothing,Fall,2.7,72,Yes,Free Shipping,Debit Card,1608
Hoodie,M,Gold,Clothing,Winter,2.9,38,No,2-Day Shipping,Credit Card,1946
Blouse,M,Violet,Clothing,Spring,4.4,78,No,Free Shipping,PayPal,2188
Shoes,S,Teal,Footwear,Winter,3.3,72,No,Free Shipping,PayPal,1725
Belt,M,Yellow,Accessories,Winter,2.5,42,Yes,2-Day Shipping,Venmo,483
Belt,L,Blue,Accessories,Summer,4.4,54,Yes,2-Day Shipping,Bank Transfer,520
Hat,S,Gold,Accessories,Spring,3.2,41,No,Free Shipping,PayPal,3823
Dress,L,Peach,Clothing,Winter,4.7,30,No,Free Shipping,Bank Transfer,3892
Headphones,L,Black,Accessories,Autumn,,742.32,No,Standard,Cash,4766
Jewelry,L,Peach,Accessories,Spring,4.4,63,No,Standard,Venmo,2948
Pants,L,Purple,Clothing,Spring,2.8,77,No,Free Shipping,Bank Transfer,2947
Coat,S,Green,Outerwear,Winter,4.4,35,Yes,Store Pickup,PayPal,594
Shoes,L,Turquoise,Footwear,Winter,2.6,20,Yes,Store Pickup,Venmo,851
Pants,L,Black,Clothing,Spring,,80,Yes,Standard,Cash,357
Blouse,M,Magenta,Clothing,Fall,3.1,96,No,Next Day Air,Bank Transfer,2828
Jacket,S,Indigo,Outerwear,Fall,4.4,32,No,Standard,Cash,3129
Jewelry,M,Magenta,Accessories,Winter,3,60,No,,Cash,3849
Belt,M,Teal,Accessories,Fall,3.5,65,No,Standard,PayPal,3013
Shirt,M,Black,Accessories,Winter,,,Yes,Standard,Cash,4820
Pants,M,Cyan,Clothing,Spring,3.6,30,Yes,Express,Cash,998
Hoodie,M,Olive,Clothing,Winter,3.4,58,Yes,Next Day Air,Bank Transfer,565
Dress,L,Beige,Clothing,Summer,4.7,89,No,2-Day Shipping,Cash,2087
Shoes,M,Indigo,Footwear,Spring,2.7,65,No,Store Pickup,Venmo,3703
Skirt,M,Orange,Clothing,Fall,2.8,45,No,Next Day Air,PayPal,3355
Headphones,S,Red,Accessories,Winter,1,243.4,Yes,Standard,Cash,4197
Sneakers,S,Silver,Footwear,Fall,4,68,No,Express,PayPal,2339
Shoes,L,Blue,Accessories,Spring,1,,Yes,Standard,Cash,4947
Handbag,M,Charcoal,Accessories,Summer,3.6,23,Yes,Free Shipping,Debit Card,1233
Sweater,L,Olive,Clothing,Spring,4.6,29,Yes,Standard,Venmo,489
Sweater,M,Orange,Clothing,Spring,,20,Yes,Express,Cash,1125
Belt,M,Maroon,Accessories,Spring,4.9,80,Yes,Next Day Air,Credit Card,1043
Sweater,L,Lavender,Clothing,Spring,4.8,26,Yes,2-Day Shipping,Credit Card,411
Coat,M,Magenta,Outerwear,Summer,2.7,90,No,Free Shipping,PayPal,3216
Bag,M,Blue,Clothing,Winter,3,1170.25,Yes,Express,Debit Card,4799
Dress,XL,Magenta,Clothing,Winter,3,33,No,2-Day Shipping,Cash,2842
Backpack,L,Gold,Accessories,Spring,4.4,76,No,Standard,Bank Transfer,2262
T-shirt,S,Orange,Clothing,Winter,3.3,32,No,Express,Bank Transfer,2346
Jewelry,L,White,Accessories,Summer,3.1,75,Yes,Express,Credit Card,267
Hoodie,L,Violet,Clothing,Summer,3.4,32,Yes,Free Shipping,Bank Transfer,1642
Shoes,,White,Electronics,Autumn,,638.81,No,Express,PayPal,4427
Pants,M,Gray,Clothing,Fall,3.5,74,No,Standard,Credit Card,2556
Jewelry,M,Peach,Accessories,Winter,4.5,57,No,Next Day Air,Bank Transfer,2425
Phone,,Green,Electronics,Autumn,5,571.08,No,Standard,Debit Card,4748
Laptop,M,Blue,Clothing,Autumn,1,,Yes,Standard,Debit Card,4565
Bag,L,Green,Accessories,Winter,2,253.94,Yes,Standard,Debit Card,4544
Socks,S,Silver,Clothing,Spring,,57,Yes,2-Day Shipping,Credit Card,830
Hoodie,L,Brown,Clothing,Winter,4.6,70,Yes,2-Day Shipping,Credit Card,1264
Watch,L,White,Clothing,Autumn,1,,No,Express,Cash,4523
Backpack,XL,Turquoise,Accessories,Summer,4.5,33,Yes,Next Day Air,Debit Card,1565
Jeans,XL,Yellow,Clothing,Summer,2.7,93,No,2-Day Shipping,Cash,2735
Gloves,L,Teal,Accessories,Fall,4.4,93,No,2-Day Shipping,Bank Transfer,2981
Dress,M,Indigo,Clothing,Summer,3.3,59,No,Standard,Credit Card,2625
Sandals,S,Blue,Footwear,Summer,2.7,20,Yes,Express,PayPal,639
Jacket,M,Orange,Outerwear,Winter,4.3,81,No,Free Shipping,Bank Transfer,2399
Shirt,XL,Maroon,Clothing,Winter,3.5,89,Yes,Store Pickup,Debit Card,441
Jacket,M,Teal,Outerwear,Fall,3.5,75,Yes,2-Day Shipping,Bank Transfer,974
Jewelry,S,Maroon,Accessories,Winter,4.9,23,No,Free Shipping,PayPal,3738
Socks,XL,Magenta,Clothing,Spring,4.4,55,No,Standard,,3272
Socks,M,Brown,Clothing,Summer,3.9,49,Yes,2-Day Shipping,Cash,1199
Jacket,M,Purple,Outerwear,Spring,3.3,26,No,Standard,Cash,2428
Skirt,M,Gray,Clothing,Spring,2.5,48,No,Free Shipping,PayPal,2009
Backpack,M,Yellow,Accessories,Summer,3.5,82,No,Next Day Air,Credit Card,2886
Headphones,S,White,Accessories,Summer,,,No,Express,Debit Card,4040
Belt,M,Olive,Accessories,Summer,3.3,62,Yes,Store Pickup,PayPal,551
Pants,M,Orange,Clothing,Fall,3.4,45,No,2-Day Shipping,Cash,1999
Bag,,Red,Electronics,Winter,,468.46,No,Standard,Credit Card,4630
Shoes,,Black,Electronics,Autumn,3,1426.64,Yes,Standard,Cash,4003
T-shirt,L,Maroon,Clothing,Spring,3.2,45,Yes,Free Shipping,Bank Transfer,536
Jacket,L,Orange,Outerwear,Spring,2.8,45,No,Free Shipping,PayPal,3783
Sweater,M,Gray,Clothing,Spring,3.1,86,Yes,Next Day Air,PayPal,125
Coat,S,Charcoal,Outerwear,Winter,4.3,100,No,Next Day Air,Venmo,3322
Belt,S,Green,Accessories,Winter,3.5,25,No,Next Day Air,PayPal,2074
Scarf,M,Silver,Accessories,Summer,4.2,32,No,Next Day Air,Credit Card,2539
Sweater,S,Pink,Clothing,Fall,3.9,72,Yes,Next Day Air,Credit Card,1475
Hat,XL,Magenta,Accessories,Fall,4.3,48,No,Free Shipping,Cash,3345
Sunglasses,M,Cyan,Accessories,Winter,3.7,89,Yes,Free Shipping,Debit Card,236
T-shirt,XL,Maroon,Clothing,Fall,4.4,36,No,Free Shipping,Credit Card,3341
Belt,L,Blue,Accessories,Winter,3.3,92,No,Free Shipping,PayPal,2727
Hat,L,Silver,Accessories,Winter,4,71,No,Free Shipping,Venmo,3844
Headphones,M,Green,Clothing,Summer,1,964.07,Yes,Standard,Debit Card,4284
Hat,XL,Magenta,Accessories,Summer,4.4,68,Yes,Store Pickup,Bank Transfer,222
Shoes,L,White,Accessories,Summer,1,,Yes,Express,Debit Card,4979
Belt,M,Turquoise,Accessories,Spring,5,55,Yes,2-Day Shipping,Cash,1540
Jeans,L,Olive,Clothing,Spring,4.5,73,No,Standard,Credit Card,3463
Shirt,M,Turquoise,Clothing,Summer,3,29,No,Express,Debit Card,2026
Shoes,M,Green,Footwear,Summer,3.4,78,Yes,Free Shipping,Credit Card,985
Pants,S,Indigo,Clothing,Fall,4.7,36,No,Store Pickup,Bank Transfer,2594
Shoes,S,Maroon,Footwear,Summer,3.9,96,No,Express,Bank Transfer,2253
Belt,M,Beige,Accessories,Spring,4.1,81,Yes,Store Pickup,PayPal,1176
Handbag,M,Purple,Accessories,Fall,3.5,68,Yes,Standard,Credit Card,834
Phone,S,Blue,Accessories,Autumn,2,1192.93,No,Standard,Debit Card,4764
Sneakers,S,Orange,Footwear,Fall,4.9,96,No,2-Day Shipping,Venmo,3511
Jacket,L,Orange,Outerwear,Summer,3.6,39,No,Store Pickup,Venmo,3307
Skirt,M,Indigo,Clothing,Spring,3.4,35,Yes,Free Shipping,PayPal,1291
Scarf,L,Orange,Accessories,Fall,3.3,34,No,Free Shipping,Bank Transfer,2078
Bag,L,Green,Accessories,Winter,4,,Yes,Express,Cash,4401
Handbag,XL,Brown,Accessories,Winter,4.4,95,No,Express,Bank Transfer,2315
Boots,XL,Orange,Footwear,Winter,4.2,97,Yes,Free Shipping,Cash,1438
Sandals,L,Charcoal,Footwear,Summer,3.3,53,Yes,Next Day Air,Venmo,246
Jewelry,L,Yellow,Accessories,Fall,4.2,91,Yes,Express,Bank Transfer,762
Shirt,M,Silver,Clothing,Summer,4.5,64,Yes,Standard,Cash,1295
Jeans,L,Teal,Clothing,Summer,4.4,30,Yes,Next Day Air,Bank Transfer,1045
Hoodie,XL,Turquoise,Clothing,Winter,3.4,89,No,Free Shipping,Credit Card,1889
Jewelry,L,Teal,Accessories,Fall,4.2,77,Yes,Free Shipping,Cash,1582
Phone,L,Green,Clothing,Spring,,,No,Standard,Debit Card,4537
Sandals,S,Violet,Footwear,Winter,2.7,36,Yes,Free Shipping,Bank Transfer,684
Shoes,M,Lavender,Footwear,Summer,3.2,24,Yes,Next Day Air,Bank Transfer,504
Gloves,M,Charcoal,Accessories,Fall,3.8,27,Yes,Store Pickup,Bank Transfer,160
Boots,XL,Pink,Footwear,Spring,4.1,79,No,Next Day Air,Venmo,2788
Shoes,M,White,Clothing,Autumn,2,890.97,No,Express,PayPal,4209
Headphones,L,Green,Accessories,Winter,,943.94,No,Express,Credit Card,4298
T-shirt,L,Pink,Clothing,Winter,3.4,96,No,2-Day Shipping,PayPal,1719
T-shirt,L,Orange,Clothing,Fall,4.7,92,Yes,Standard,Venmo,746
Jeans,M,Gold,Clothing,Fall,4.3,41,No,Store Pickup,Bank Transfer,3606
Dress,S,Black,Clothing,Fall,3.9,88,Yes,Standard,Bank Transfer,397
Gloves,L,Beige,Accessories,Spring,4.4,91,No,Next Day Air,Cash,1887
Sweater,L,Orange,Clothing,Spring,2.6,56,No,Store Pickup,PayPal,3034
T-shirt,L,Olive,Clothing,Fall,4.5,59,No,Express,PayPal,3062
Watch,M,Blue,Clothing,Autumn,,,No,Express,Cash,4051
Dress,M,Green,Clothing,Winter,3.4,84,Yes,Next Day Air,Credit Card,305
Jacket,L,Teal,Outerwear,Fall,4,36,No,Express,Debit Card,2123
Laptop,S,Blue,Clothing,Spring,,,No,Standard,PayPal,4149
Skirt,M,Black,Clothing,Summer,4.5,100,No,Standard,PayPal,2959
Hat,M,Maroon,Accessories,Summer,4.3,38,Yes,Standard,Debit Card,1391
Socks,S,Indigo,Clothing,Fall,3.6,43,No,Store Pickup,Venmo,2566
Belt,L,Olive,Accessories,Fall,2.6,51,No,2-Day Shipping,Cash,3292
Shoes,M,Green,Accessories,Spring,,,Yes,Standard,PayPal,4320
,M,Olive,,Winter,2.6,96,Yes,2-Day Shipping,Bank Transfer,80
Shoes,L,Yellow,Footwear,Winter,4.8,35,Yes,Express,Venmo,1460
Dress,M,Charcoal,Clothing,Fall,4.7,83,Yes,Express,Credit Card,664
Boots,M,Lavender,Footwear,Summer,3.9,88,Yes,Next Day Air,Credit Card,197
Shoes,S,Gold,Footwear,Fall,4.8,73,No,Standard,Credit Card,2028
T-shirt,M,Lavender,Clothing,Winter,3.7,62,Yes,2-Day Shipping,Venmo,289
Gloves,M,Indigo,Accessories,Fall,3.3,63,Yes,Express,PayPal,1330
Gloves,XL,Violet,Accessories,Fall,3.4,50,Yes,Free Shipping,Cash,761
Shoes,S,Gray,Footwear,Fall,4.9,51,Yes,Express,Venmo,377
Jeans,M,White,Clothing,Winter,2.6,39,Yes,Store Pickup,Credit Card,1141
Watch,,White,Electronics,Winter,,,No,Standard,Credit Card,4697
Backpack,M,Beige,Accessories,Winter,2.5,67,Yes,Standard,Cash,319
Jacket,XL,Green,Outerwear,Fall,4.8,86,No,2-Day Shipping,Bank Transfer,3611
Headphones,XL,White,Clothing,Winter,,,No,Express,Credit Card,4566
Sweater,M,Blue,Clothing,Winter,2.6,41,No,Express,PayPal,3695
Scarf,M,Yellow,Accessories,Summer,2.9,53,No,Standard,Venmo,1847
Backpack,L,White,Accessories,Spring,4.5,49,No,Store Pickup,Bank Transfer,3897
Blouse,L,Gray,Clothing,Winter,3.1,53,Yes,Express,Venmo,1
Sandals,S,Turquoise,Footwear,Fall,4,74,Yes,2-Day Shipping,Venmo,1536
Coat,L,Charcoal,Outerwear,Spring,2.9,72,Yes,Standard,Venmo,1077
Skirt,M,Turquoise,Clothing,Fall,3.9,64,Yes,Standard,Credit Card,1260
Skirt,L,Peach,Clothing,Spring,2.5,57,No,Next Day Air,Bank Transfer,1890
Scarf,L,Green,Accessories,Summer,2.8,36,Yes,Standard,Venmo,1646
Watch,,Blue,Electronics,Autumn,,921.94,Yes,Standard,Credit Card,4520
Laptop,L,White,Clothing,Spring,4,390.76,Yes,Express,Debit Card,5034
Shoes,XL,Blue,Clothing,Autumn,,347.55,No,Standard,Credit Card,4411
Skirt,M,Black,Clothing,Spring,4.8,21,Yes,Standard,Debit Card,1178
Skirt,XL,Green,Clothing,Spring,4.8,33,No,Standard,PayPal,1954
Hat,M,Gray,Accessories,Fall,3.9,76,Yes,Free Shipping,Cash,192
Belt,M,Lavender,Accessories,Winter,4.6,40,No,Free Shipping,Venmo,3150
Gloves,M,Gold,Accessories,Winter,3.9,61,No,Next Day Air,Debit Card,3483
Blouse,S,Beige,Clothing,Fall,4.3,22,Yes,Free Shipping,Bank Transfer,202
Sweater,M,Cyan,Clothing,Spring,3.9,20,No,Store Pickup,Cash,3275
Gloves,L,Turquoise,Accessories,Winter,2.6,40,Yes,Store Pickup,Cash,1374
Pants,M,Maroon,Clothing,Winter,2.8,32,No,Free Shipping,Cash,2047
Skirt,M,Yellow,Clothing,Fall,4.4,38,No,Store Pickup,Credit Card,2270
Watch,,Green,Electronics,Spring,1,104.65,No,Standard,Credit Card,4395
Jewelry,S,Gray,Accessories,Fall,4.7,70,No,,Cash,2958
Skirt,L,Maroon,Clothing,Winter,2.6,63,No,Standard,Bank Transfer,2327
Skirt,XL,Beige,Clothing,Spring,3.6,29,Yes,2-Day Shipping,Credit Card,184
Bag,L,Green,Accessories,Summer,,781.26,Yes,Standard,Cash,5002
Backpack,M,Turquoise,Accessories,Spring,4.1,33,Yes,Standard,Cash,1568
Skirt,S,Brown,Clothing,Spring,3.1,35,No,Store Pickup,Venmo,1797
Coat,XL,White,Outerwear,Spring,4.6,85,Yes,Express,Credit Card,102
Jewelry,L,Magenta,Accessories,Spring,4.1,50,Yes,2-Day Shipping,Venmo,1093
Bag,,Green,Electronics,Autumn,,,No,Standard,Cash,4785
Dress,L,Brown,Clothing,Summer,3.8,28,No,Free Shipping,Debit Card,2118
Hoodie,M,Purple,Clothing,Fall,2.5,90,No,Free Shipping,Debit Card,1895
Shoes,,Black,Electronics,Summer,1,,No,Express,Debit Card,4533
Jewelry,S,Black,Accessories,Winter,4,38,No,Store Pickup,Cash,2023
Shirt,L,Purple,Clothing,Spring,3.7,38,Yes,Next Day Air,Venmo,708
Shoes,,Blue,Electronics,Summer,,370.41,No,Standard,Debit Card,4053
Sunglasses,M,Purple,Accessories,Fall,4.7,90,No,Next Day Air,Credit Card,2634
Laptop,S,Black,Clothing,Spring,,478.29,Yes,Standard,Credit Card,4759
Skirt,M,Pink,Clothing,Spring,2.8,75,No,Next Day Air,Bank Transfer,3813
Skirt,S,Lavender,Clothing,Spring,4.1,76,Yes,Free Shipping,PayPal,880
Sandals,M,Lavender,Footwear,Summer,3.8,35,No,Standard,Bank Transfer,3499
Shirt,XL,Green,Clothing,Spring,4.1,93,Yes,Store Pickup,Debit Card,1261
Hat,M,Gold,Accessories,Summer,4,95,No,2-Day Shipping,Debit Card,2388
Sunglasses,M,Lavender,Accessories,Fall,4,76,No,Store Pickup,Debit Card,3854
Jeans,XL,Violet,Clothing,Fall,2.7,96,No,Standard,Cash,1872
Jewelry,M,White,Accessories,Winter,3.4,74,No,Free Shipping,Credit Card,2971
Jacket,S,Purple,Outerwear,Spring,3.5,88,No,Express,Credit Card,2167
Laptop,,Black,Electronics,Autumn,,,No,Standard,Cash,4995
Gloves,L,Magenta,Accessories,Winter,3.7,57,No,Store Pickup,PayPal,1940
Boots,M,Pink,Footwear,Winter,4.2,76,No,Standard,PayPal,2402
Sweater,XL,Orange,Clothing,Winter,4.6,92,No,Next Day Air,PayPal,3323
Dress,M,Blue,Clothing,Fall,2.8,78,No,2-Day Shipping,Cash,3168
Scarf,L,Lavender,Accessories,Fall,3.7,69,Yes,Store Pickup,PayPal,44
Headphones,M,White,Clothing,Winter,1,,No,Standard,Credit Card,5098
Backpack,S,Red,Accessories,Summer,3.5,66,Yes,Next Day Air,Cash,1358
Blouse,M,Gold,Clothing,Fall,3,68,No,2-Day Shipping,Bank Transfer,3416
Jacket,M,Blue,Outerwear,Fall,4.6,30,No,2-Day Shipping,Venmo,1893
Shirt,M,Black,Clothing,Spring,3.7,73,Yes,Express,Bank Transfer,1132
Hat,M,Indigo,Accessories,Summer,3,27,No,2-Day Shipping,Bank Transfer,3831
Shoes,L,Black,Clothing,Spring,,,No,Standard,Cash,4534
Shirt,,Black,Electronics,Autumn,4,,Yes,Standard,Cash,4717
Headphones,,Black,Electronics,Spring,,767.36,Yes,Express,PayPal,4373
Phone,S,Blue,Clothing,Winter,,640.27,No,Standard,PayPal,4724
Phone,,White,Electronics,Winter,2,,Yes,Standard,Debit Card,4052
Jacket,XL,White,Outerwear,Summer,4.3,100,No,Express,Cash,2431
Boots,M,Pink,Footwear,Winter,3.7,99,No,Standard,PayPal,3782
Shoes,L,Red,Accessories,Winter,,,No,Standard,Credit Card,4058
Coat,XL,Gold,Outerwear,Winter,2.9,64,Yes,Free Shipping,Debit Card,429
Bag,L,Blue,Accessories,Summer,,1311.75,No,Standard,Debit Card,4432
Shirt,,Black,Electronics,Summer,,1103.36,Yes,Standard,Credit Card,5057
Blouse,S,Red,Clothing,Winter,3,50,Yes,Next Day Air,Venmo,568
Phone,M,Red,Accessories,Autumn,,43.99,Yes,Express,Debit Card,4130
Handbag,S,Peach,Accessories,Winter,3,26,No,Next Day Air,Venmo,1689
Shorts,L,Blue,Clothing,Summer,4.7,97,No,Standard,Debit Card,3119
Belt,S,Green,Accessories,Summer,4.3,87,No,Express,Venmo,2038
Shirt,L,Violet,Clothing,Winter,3,68,Yes,Free Shipping,Venmo,1283
Laptop,,Green,Electronics,Autumn,1,690.65,No,Standard,Debit Card,4017
Shirt,M,Indigo,Clothing,Spring,4.6,93,No,Standard,PayPal,1685
Gloves,M,Beige,Accessories,Spring,3.8,59,No,Standard,Cash,3057
Dress,S,Indigo,Clothing,Fall,3.1,52,No,Free Shipping,Venmo,2752
Socks,M,Red,Clothing,Winter,3.9,46,Yes,Express,Bank Transfer,1001
Skirt,L,Cyan,Clothing,Summer,2.7,51,No,Standard,Credit Card,2626
Dress,S,Cyan,Clothing,Spring,2.8,68,Yes,Standard,Venmo,906
Jacket,L,Violet,Outerwear,Fall,3.1,58,Yes,Free Shipping,Credit Card,143
Phone,M,Red,Clothing,Winter,2,,Yes,Standard,Credit Card,4531
Laptop,L,Blue,Accessories,Summer,,,No,Express,Cash,4473
Blouse,L,Charcoal,Clothing,Summer,4,33,Yes,Standard,Debit Card,1669
Backpack,M,Green,Accessories,Winter,3.1,22,No,2-Day Shipping,PayPal,2263
